1849055604,James Sunderland (Silent Hill),Kung Fu Man,false,-66,enwiki,2024-12-07 08:37:11,false,last is seldom ever used. Removing spouse per usual cruft rules. Also implementing the portrayer reshuffle used in other articles.,-394695158
1849055687,Soo Line 700,Blurrygim,false,40,enwiki,2024-12-07 08:37:27,false,Added short description,-462611182
1849055748,Hallmark Cards,Liz,false,-8,enwiki,2024-12-07 08:37:33,false,Unlinking circular redirects: [[Wikipedia:Articles for deletion/Hallmark Business Connections]] closed as redirect ([[WP:XFDC#4.0.16|XFDcloser]]),-127876552
1849055777,Untitled I Know What You Did Last Summer sequel,Joeyconnick,false,-71,enwiki,2024-12-07 08:37:38,false,Restored revision 1261641546 by [[Special:Contributions/Nikkimaria|Nikkimaria]] ([[User talk:Nikkimaria|talk]]): Remove unsourced,-1232696297
1849055801,Rajasthan Pre-Engineering Test,Harshvermav,false,355,enwiki,2024-12-07 08:37:43,false,"",-1582239356
1849055982,User:Tattipedia,Remsense,false,-44,enwiki,2024-12-07 08:38:13,false,ah whoops,-214768782
1849056042,West Bengal Highway Development Corporation,Pjdyshd47463,false,174,enwiki,2024-12-07 08:38:21,true,"",-185133068
1849056073,Takashi Kiyama,Ydlp19,false,439,enwiki,2024-12-07 08:38:22,false,"",-969151813
1849056208,Barrick Gold,199.175.112.253,false,2,enwiki,2024-12-07 08:38:43,false,/* Reko Diq Project */,-163264690
1849056275,Talk:MLS Cup 2024,SounderBruce,false,67,enwiki,2024-12-07 08:38:58,false,Assessment (Low): banner shell +California ([[WP:RATER#2.7.2|Rater]]),-1356550094
1849056397,Crisis (metal band),Ca,false,0,enwiki,2024-12-07 08:39:16,false,/* History */ make clearer the citation is for the nickname not the formation,-1386038993
1849056429,2024–25 Anaheim Ducks season,NicholasHui,false,246,enwiki,2024-12-07 08:39:22,false,"",-2014694375
1849056600,Zach Hudson,Jamedeus,false,-2,enwiki,2024-12-07 08:39:51,true,Fix script error,-1038802578
1849056688,Takashi Kiyama,Ydlp19,false,0,enwiki,2024-12-07 08:40:05,false,/* Manager */,-969151813
1849056724,Corinne Stoddard,Stevencocoboy,false,647,enwiki,2024-12-07 08:40:16,false,/* World Tour medal record */,-1939826591
1849055614,Draft:Gudiya Rani (TV series),CanonPiston,false,119,enwiki,2024-12-07 08:37:10,false,Submitting using [[WP:AFCSW|AfC-submit-wizard]],-891799367
1849055688,Chozen Toguchi,Maxeto0910,false,-341,enwiki,2024-12-07 08:37:28,false,no sentence,-2118670512
1849055720,Talk:Hallmark Business Connections,Liz,false,100,enwiki,2024-12-07 08:37:32,false,Old AFD: [[Wikipedia:Articles for deletion/Hallmark Business Connections]] closed as redirect ([[WP:XFDC#4.0.16|XFDcloser]]),-127876552
1849055747,Jin Murai,Dpm853,false,54,enwiki,2024-12-07 08:37:34,false,"",-707589467
1849055778,User:Imcdc/sandbox,Imcdc,false,-3,enwiki,2024-12-07 08:37:39,false,"",-197307281
1849055806,Ultraman Ginga,PrismAfterRain,false,-28,enwiki,2024-12-07 08:37:43,true,/* top */ Fixed the link to [[Ultraman Mebius]] linking to the character and not the show.,-353799309
1849056074,User:Tattipedia,Remsense,false,12,enwiki,2024-12-07 08:38:25,false,Requesting speedy deletion ([[WP:CSD#G6|CSD G6]]).,-214768782
1849056119,Julian Erosa,2600:6C52:477F:B0ED:1896:6553:7D1F:BDE,false,459,enwiki,2024-12-07 08:38:29,false,"",-1058377124
1849056151,Syed Muhammedali Shihab Thangal,HarukaAmaranth,false,0,enwiki,2024-12-07 08:38:36,false,Grammar fixes,-2034843450
1849056211,Kalenjin mythology,2C0F:FE38:2013:AB6A:6785:5CC3:FA05:C7DD,false,9,enwiki,2024-12-07 08:38:46,false,It's a prayer alter for women among the Nilotic Kalenjin people,-1226324566
1849056238,Adam de Port (d. c. 1133),Pipera,false,97,enwiki,2024-12-07 08:38:50,false,"",307553808
1849056627,Talk:COVID-19 lockdowns,Nil Einne,false,340,enwiki,2024-12-07 08:39:51,false,/* World Bank/UNICEF/UNESCO & Brookings Inst. are reliable? (moved from Wikipedia:Reliable sources/Noticeboard) */ Reply,-1254400557
1849056694,Wikipedia:Help desk,Axad12,false,375,enwiki,2024-12-07 08:40:06,false,/* Request for clarification on a COPYVIO related issue */ Reply,-1708374362
1849056715,Talk:COVID-19 lockdowns,Nil Einne,false,1,enwiki,2024-12-07 08:40:12,false,/* World Bank/UNICEF/UNESCO & Brookings Inst. are reliable? (moved from Wikipedia:Reliable_sources/Noticeboard) */,-1254400557
1849055617,Kristen Santos-Griswold,Stevencocoboy,false,-1,enwiki,2024-12-07 08:37:12,false,/* World Tour medal record */,-1939826591
1849055692,Talk:Nina King,Willthacheerleader18,false,48,enwiki,2024-12-07 08:37:30,false,"",-1883395049
1849055782,Josh Reynolds (American football),124.168.162.77,false,2,enwiki,2024-12-07 08:37:36,false,"",-2000040906
359605527,Tellonym,Rosenfalter,false,2,dewiki,2024-12-07 08:37:54,false,Kommasetzung,-679886363
1849056023,Assassination of Mahatma Gandhi,Shyamal,false,43,enwiki,2024-12-07 08:38:14,false,Reverted 1 edit by [[Special:Contributions/188.140.156.154|188.140.156.154]] ([[User talk:188.140.156.154|talk]]): That would make the sentence garbled,-1462041517
1849056047,Laviska Shenault,124.168.162.77,false,2,enwiki,2024-12-07 08:38:19,false,"",-2000040906
1849056155,James Sunderland (Silent Hill),Kung Fu Man,false,14,enwiki,2024-12-07 08:38:36,true,"",-394695158
1849056180,Wikipedia:Featured picture candidates/Anchorage White Raven,Hamid Hassani,false,121,enwiki,2024-12-07 08:38:41,false,/* Anchorage White Raven */ vote: S.,-1267798755
1849056254,Seoul Metropolitan Police Agency,TheGreatSG'rean,false,0,enwiki,2024-12-07 08:38:54,false,"",-1583119833
1849056356,Balurghat Airport,49.47.156.129,false,12,enwiki,2024-12-07 08:39:10,false,"",-545574564
1849056541,Shuichi Abe,Dpm853,false,24,enwiki,2024-12-07 08:39:41,false,"",-707589467
1849056609,Takashi Kiyama,Ydlp19,false,130,enwiki,2024-12-07 08:39:51,false,/* Honours */,-969151813
1849056630,Renewed Order of the Temple,PARAKANYAA,false,-15,enwiki,2024-12-07 08:39:56,false,"",-24220440
1849056696,List of animated feature films of 2025,81.213.81.72,false,-388,enwiki,2024-12-07 08:40:06,false,/* List */,-358802066
1849056727,1918 Washington football team,PK-WIKI,false,17,enwiki,2024-12-07 08:40:19,false,seasonsource,46387808
1849055618,Chozen Toguchi,Maxeto0910,false,-1,enwiki,2024-12-07 08:37:12,false,no sentence,-2118670512
1849055655,Template:2024–25 A-League Men table,Ausfootballfan,false,21,enwiki,2024-12-07 08:37:19,false,"",-1993979834
359605517,Cameron Crowe,Schotterebene,false,1824,dewiki,2024-12-07 08:37:23,false,Beleg ergänzt,-1200814154
1849055693,List of Platinum singles in the United Kingdom awarded since 2000,2403:4800:721D:3781:DD1E:5B6C:377E:A199,false,78,enwiki,2024-12-07 08:37:21,false,/* 5× Platinum */,-560981856
1849055723,Hallmark Business Connections,Liz,false,-3903,enwiki,2024-12-07 08:37:32,false,[[Wikipedia:Articles for deletion/Hallmark Business Connections]] closed as redirect ([[WP:XFDC#4.0.16|XFDcloser]]),-127876552
1849055753,Time served,Uaiazr Jxhiosh,false,180,enwiki,2024-12-07 08:37:36,false,"",-657404805
1849055931,To Sirloin with Love,2600:8800:31D:F200:ED8E:A46C:D770:A421,false,0,enwiki,2024-12-07 08:38:01,false,Article says episode 24 when it's episode 20.,-2043326868
1849055985,Wikipedia:Featured picture candidates/The Young Companion,Hamid Hassani,false,121,enwiki,2024-12-07 08:38:13,false,/* The Young Companion */ vote: S.,-1267798755
1849056082,User:Remsense/CSD log,Remsense,false,92,enwiki,2024-12-07 08:38:26,false,Logging speedy deletion nomination of [[:User:Tattipedia]].,-214768782
