1848996072,Wikipedia:Administrator intervention against vandalism,Fathoms Below,false,350,enwiki,2024-12-07 03:01:23,false,/* User-reported */ re,-1332658536
1848996088,Wikipedia:Version 1.0 Editorial Team/Nebraska articles by quality log,WP 1.0 bot,true,-37248,enwiki,2024-12-07 03:01:29,false,Update logs for past 7 days,1403375509
1848996103,User:Ltwin/Sandbox 5,Ltwin,false,-1162,enwiki,2024-12-07 03:01:31,false,/* Sources */,-971873957
1848996118,Ahmad Y. al-Hassan,LR.127,false,62,enwiki,2024-12-07 03:01:34,false,"Adding local [[Wikipedia:Short description|short description]]: \"Historian of Arabic and Islamic science\" overriding Wikidata description \"Palestinian-Syrian-Canadian historian of science and technology\"",-1433211843
1848996149,Polaris program,Nonnulla,false,-26,enwiki,2024-12-07 03:01:43,true,/* Polaris Dawn */ Improve readability.,-498021657
1848996165,User talk:Bilalkiaai,SDZeroBot,true,1323,enwiki,2024-12-07 03:01:50,false,Nomination of [[Abdelouahhab Zaid]] for deletion at [[Wikipedia:Articles for deletion/Abdelouahhab Zaid|AfD]],-1493937557
1848996193,User:WP 1.0 bot/Tables/Project/New York (state),WP 1.0 bot,true,0,enwiki,2024-12-07 03:02:02,false,Copying assessment table to wiki.,1403375509
1848996208,User:PARAKANYAA/Sandbox5,PARAKANYAA,false,-146,enwiki,2024-12-07 03:02:07,false,/* After Origas's death */,-24220440
1848996239,Talk:André Brie,OpalYosutebito,false,23,enwiki,2024-12-07 03:02:20,false,Assessment (Low): banner shell Biography European Union Germany Socialism ([[WP:RATER#2.7.2|Rater]]),-1985564818
1848996272,Wikipedia:Version 1.0 Editorial Team/New Brunswick articles by quality log,WP 1.0 bot,true,156,enwiki,2024-12-07 03:02:27,false,Update logs for past 7 days,1403375509
1848996283,Toshinori,UrielAcosta,false,-2,enwiki,2024-12-07 03:02:30,false,/* Written forms */English,-57348494
1848996293,Dora María Téllez,Tsarivan613,false,78,enwiki,2024-12-07 03:02:33,false,Updated citation access status and added clarification needed tags,229316616
1848996314,Free Ingria,BD2412,false,-1,enwiki,2024-12-07 03:02:36,true,/* Conflict with Ingrian Finns */ clean up spacing around commas replaced:   →,1860144612
1848996326,French Great South-West,BD2412,false,-3,enwiki,2024-12-07 03:02:42,true,clean up spacing around commas replaced: ]  [ → ] [ (2)    →,1860144612
1848996356,Cho (Korean surname),CRussG,false,0,enwiki,2024-12-07 03:02:52,true,/* Cho */,-359768967
1848996373,User:SageGreenRider/James Rhee,SageGreenRider,false,159,enwiki,2024-12-07 03:02:58,true,fmt,1755680108
1848996397,Wikipedia:Version 1.0 Editorial Team/Muslim history articles by quality log,WP 1.0 bot,true,113,enwiki,2024-12-07 03:03:02,false,Update logs for past 7 days,1403375509
1848996442,Crown Mountain (Texas),Volcanoguy,false,7,enwiki,2024-12-07 03:03:14,false,removed [[Category:North American 2000 m summits]]; added [[Category:Two-thousanders of the United States]] using [[WP:HC|HotCat]],-1265249017
1848996452,User:WP 1.0 bot/Tables/Project/Minnesota,WP 1.0 bot,true,0,enwiki,2024-12-07 03:03:19,false,Copying assessment table to wiki.,1403375509
1848996465,Talk:Breslau (region),OpalYosutebito,false,16,enwiki,2024-12-07 03:03:22,false,Assessment (Low): banner shell Poland Germany ([[WP:RATER#2.7.2|Rater]]),-1985564818
1848996494,Gervais Rufyikiri,BD2412,false,-1,enwiki,2024-12-07 03:03:26,true,/* top */ clean up spacing around commas replaced:   →,1860144612
1848996509,Wikipedia:Version 1.0 Editorial Team/Motorcycling articles by quality log,WP 1.0 bot,true,263,enwiki,2024-12-07 03:03:30,false,Update logs for past 7 days,1403375509
359602268,Benutzer:M2k~dewiki/FAQ,M2k~dewiki,false,145,dewiki,2024-12-07 03:03:30,false,/* Liste von Filmen nach Kinostart */ +,-1448379056
1848996533,Get Up (EP),BD2412,false,-1,enwiki,2024-12-07 03:03:36,true,/* Background */ clean up spacing around commas replaced:   →,1860144612
1848996545,Wikipedia:Arbitration/Requests/Case/Palestine-Israel articles 5/Evidence,Crossroads,false,-24,enwiki,2024-12-07 03:03:44,true,/* Evidence presented by Crossroads */,-171287216
1848996559,Conjunction (astronomy),2003:DF:1F2D:7E26:24B6:635F:8441:413B,false,11,enwiki,2024-12-07 03:03:49,false,/* 1054 */,-18052754
1848996570,User talk:Cnxindia,Significa liberdade,false,-1,enwiki,2024-12-07 03:03:54,false,c/e,-1120006654
1848996596,User:WP 1.0 bot/Tables/Project/Museums,WP 1.0 bot,true,0,enwiki,2024-12-07 03:04:01,false,Copying assessment table to wiki.,1403375509
1848996610,Ghislaine Howard,BD2412,false,-1,enwiki,2024-12-07 03:04:07,true,/* Public collections */ clean up spacing around commas replaced: ]  [ → ] [,1860144612
1848996630,Annie Ivanova,Bamyers99,false,8826,enwiki,2024-12-07 03:04:12,false,Undid revision [[Special:Diff/1261617648|1261617648]] by [[Special:Contributions/Weliviewf|Weliviewf]] ([[User talk:Weliviewf|talk]]) didn't neutralize anything,-1209776005
1848996663,Cutthroat Peak,Volcanoguy,false,7,enwiki,2024-12-07 03:04:15,false,removed [[Category:North American 2000 m summits]]; added [[Category:Two-thousanders of the United States]] using [[WP:HC|HotCat]],-1265249017
1848996676,2024 in ONE Championship,AddedUpdatePoster,false,-2,enwiki,2024-12-07 03:04:07,false,/* ONE Friday Fights 90 */,-491014917
1848996702,Wikipedia:Requests for page protection/Increase,Fathoms Below,false,491,enwiki,2024-12-07 03:04:32,false,/* Talk:Picrophilus */ re,-1332658536
1848996711,Tsuneyuki,UrielAcosta,false,-107,enwiki,2024-12-07 03:04:36,false,/* Notable people with the name */Unsourced redlink,-57348494
1848996724,User:WP 1.0 bot/Tables/Project/Philadelphia,WP 1.0 bot,true,0,enwiki,2024-12-07 03:04:41,false,Copying assessment table to wiki.,1403375509
1848996734,Trevor Gleeson,DaHuzyBru,false,-174,enwiki,2024-12-07 03:04:43,false,/* Personal life */ clean up update,-138055779
1848996748,User talk:Herostratus,EF5,false,893,enwiki,2024-12-07 03:04:44,false,/* Hostility */ welp,-1970109404
1848996770,Tsunemi,UrielAcosta,false,-2,enwiki,2024-12-07 03:04:54,false,/* Written forms */English,-57348494
359602278,Benutzer:Goroth/Combined Singles Chart,Goroth,false,91,dewiki,2024-12-07 03:04:59,false,/* Weblinks */,-909207848
1848996805,Wikipedia:Version 1.0 Editorial Team/Philosopher articles by quality log,WP 1.0 bot,true,-3024,enwiki,2024-12-07 03:05:04,false,Update logs for past 7 days,1403375509
1848996818,Wikipedia:WikiProject Military history/News/December 2024/Book reviews,Nick-D,false,200,enwiki,2024-12-07 03:05:08,false,add,-1521565638
1848996847,The Texas Chain Saw Massacre (2023 video game),Obi-WanKenobi-2005,false,741,enwiki,2024-12-07 03:05:15,false,Added news and added reference that reflects Wikipedia time.,-438171611
1848996914,Wikipedia:Version 1.0 Editorial Team/Peru articles by quality log,WP 1.0 bot,true,-4021,enwiki,2024-12-07 03:05:34,false,Update logs for past 7 days,1403375509
1848996940,User:WP 1.0 bot/Tables/Project/Papua New Guinea,WP 1.0 bot,true,0,enwiki,2024-12-07 03:05:36,false,Copying assessment table to wiki.,1403375509
1848996948,Talk:Bremen thaler,OpalYosutebito,false,7,enwiki,2024-12-07 03:05:40,false,Assessment (Mid): banner shell Germany ([[WP:RATER#2.7.2|Rater]]),-1985564818
1848996965,2024 West Virginia Attorney General election,Thomascampbell123,false,230,enwiki,2024-12-07 03:05:43,false,"",-223691262
1848997002,User:WP 1.0 bot/Tables/Project/Organized labour,WP 1.0 bot,true,-2,enwiki,2024-12-07 03:05:48,false,Copying assessment table to wiki.,1403375509
1848997017,User:WP 1.0 bot/Tables/Project/Norse history and culture,WP 1.0 bot,true,0,enwiki,2024-12-07 03:05:54,false,Copying assessment table to wiki.,1403375509
1848997040,Wikipedia:Version 1.0 Editorial Team/Palau articles by quality log,WP 1.0 bot,true,-724,enwiki,2024-12-07 03:06:05,false,Update logs for past 7 days,1403375509
1848997065,User talk:Cnxindia,Significa liberdade,false,144,enwiki,2024-12-07 03:06:08,false,/* December 2024 */ please no AI,-1120006654
1848997076,Wikipedia:Version 1.0 Editorial Team/Philosophy articles by quality log,WP 1.0 bot,true,-7601,enwiki,2024-12-07 03:06:13,false,Update logs for past 7 days,1403375509
359602251,Paneum,Diopuld,false,16,dewiki,2024-12-07 03:01:26,false,"",-1512254973
