1849076459,List of largest optical telescopes in the 19th century,Kiss,false,420,enwiki,2024-12-07 10:36:57,false,Added supplementary telescope information,-784601129
1849076480,User talk:Chase868,Kiwipete,false,1201,enwiki,2024-12-07 10:37:11,false,Undid revision [[Special:Diff/1261585301|1261585301]] by [[Special:Contributions/Chase868|Chase868]] ([[User talk:Chase868|talk]]),-621117265
1849076507,Wikipedia:WikiProject Spam/LinkReports/lartelierduvillage.blogspot.ca,COIBot,true,-40,enwiki,2024-12-07 10:37:27,false,Report for lartelierduvillage.blogspot.ca (XWiki Regenerate ),-1549120558
1849076579,Stolen Generations,Mplsneuro,false,369,enwiki,2024-12-07 10:37:50,false,Added The Sapphires (2012) as a movie that depicts the Stolen Generations.,-1245492519
1849076588,Next Singaporean general election,Sculture65,false,652,enwiki,2024-12-07 10:38:03,false,/* Workers' Party */ Sorry LTK thank you,-2082980698
1849076601,Wikipedia:WikiProject Religion/New religious movements work group/Prospectus,PARAKANYAA,false,-21,enwiki,2024-12-07 10:38:09,false,"",-24220440
1849076612,User:Silva184/Veronica Hardy,Silva184,false,17,enwiki,2024-12-07 10:38:16,false,"",-920060468
1849076622,Reuel Denney,Simeon,false,14,enwiki,2024-12-07 10:38:21,true,"Changing [[Wikipedia:Short description|short description]] from \"American poet\" to \"American poet (1913–1995)\"",-1504131689
1849076679,Henry S. Dewey,Simeon,false,14,enwiki,2024-12-07 10:38:52,true,"Changing [[Wikipedia:Short description|short description]] from \"American politician\" to \"American politician (1856–1932)\"",-1504131689
1849076709,Corm (surname),CDProton,false,140,enwiki,2024-12-07 10:39:15,false,Inserted a reference.,-30705633
1849076728,List of Billboard number-one country songs of 2024,ChrisTheDude,false,9,enwiki,2024-12-07 10:39:17,false,/* Chart history */ reinstate correct sortability,-1159452580
1849076739,Comic opera,112.120.226.65,false,-723,enwiki,2024-12-07 10:39:26,false,"",-165097365
1849076747,2024–25 Malaysia A2 Amateur League,FM Malaysia,false,178,enwiki,2024-12-07 10:39:27,true,"",-758585889
1849076758,Wikipedia:WikiProject Spam/LinkReports/houstoncommunistparty.com,COIBot,true,39320,enwiki,2024-12-07 10:39:41,false,Report for houstoncommunistparty.com (Local Regenerate - Autostale: very old - Autoclosed: none left ),-1549120558
1849076779,Wikipedia:Usernames for administrator attention,ToadetteEdit,false,202,enwiki,2024-12-07 10:39:49,false,Reporting [[Special:Contributions/Dialectica Global|Dialectica Global]].,-1359792793
1849076788,Fort Saint Elmo,Rodw,false,8,enwiki,2024-12-07 10:39:52,true,Disambiguating links to [[Morena (disambiguation)]] (link changed to [[Morena (Maltese singer)]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].,-1925242539
1849076816,User talk:Dialectica Global,DoubleGrazing,false,2463,enwiki,2024-12-07 10:40:10,false,General note: Disclosure requirements for paid editing under the Wikimedia Terms of Use on [[:Draft:Dialectica (company)]].,563656208
1849076828,New Zealand Breakers,DaHuzyBru,false,3,enwiki,2024-12-07 10:40:14,true,/* Current roster */ # per https://fibalivestats.dcd.shared.geniussports.com/u/NBL/2461989/bs.html,-138055779
1849076879,Santa Claus's reindeer,Stephan Leeds,false,-1,enwiki,2024-12-07 10:40:40,false,/* Eight reindeer */ removed sentence punctuation from non-sentence,2000099515
1849076890,ROH Women's World Championship,MusikBot II,true,-10,enwiki,2024-12-07 10:40:45,true,Removing protection templates from unprotected page ([[User:MusikBot II/FixPP/FAQ|more info]]),-871135415
1849076925,TNA World Tag Team Championship,MusikBot II,true,-10,enwiki,2024-12-07 10:40:57,true,Removing protection templates from unprotected page ([[User:MusikBot II/FixPP/FAQ|more info]]),-871135415
1849076950,2025 F1 Academy season,Thfeeder,false,317,enwiki,2024-12-07 10:41:04,false,/* Entries */ Add source,-1312560256
1849076990,Steven Tsuchida,Bruce1ee,false,1,enwiki,2024-12-07 10:41:22,true,fixed [[Special:LintErrors|lint errors]] – missing end tag,-413695391
1849077001,Parrot training,BAROTDHRUMIL21,false,71,enwiki,2024-12-07 10:41:27,true,citation,-89124516
1849076460,Wikipedia:WikiProject Spam/Local/optile.net,COIBot,true,1227,enwiki,2024-12-07 10:36:58,false,Report for optile.net (Local Regenerate - Autostale: very old - Autoclosed: none left ),-1549120558
1849076472,Carolyna Hutchings,Enorghon Ms. Leszeri,false,74,enwiki,2024-12-07 10:37:06,false,"",1401375916
1849076483,Tatsuya Tanimoto,Dpm853,false,807,enwiki,2024-12-07 10:37:11,false,"",-707589467
