1849022520,President of Namibia,Sundostund,false,56,enwiki,2024-12-07 05:26:06,false,/* Latest election */,-752293452
1849022575,When the Phone Rings,ThanatosApprentice,false,3066,enwiki,2024-12-07 05:26:23,false,"",-1365136511
1849022596,Sitta von Reden,Jprg1966,false,3,enwiki,2024-12-07 05:26:29,true,/* Career */,-92139936
1849022636,2024–25 New York Sirens season,MikeVitale,false,7166,enwiki,2024-12-07 05:26:44,false,/* Regular season */ Pre-fill references,128339405
1849022654,Max Haufler,Yilku1,false,-34,enwiki,2024-12-07 05:26:49,true,/* top */,-2030700217
1849022697,2024 CS Golden Spin of Zagreb,Stevencocoboy,false,34,enwiki,2024-12-07 05:26:59,false,"",-1939826591
1849022712,User:Kumar9800/sandbox,Kumar9800,false,5,enwiki,2024-12-07 05:26:59,false,/* Most runs in each innings */,1255666815
1849022729,Elephant (2003 film),FloorMadeOuttaFloor,false,-36,enwiki,2024-12-07 05:27:09,false,As per credits,-2020859114
1849022739,Henry Probus,Knitsey,false,21,enwiki,2024-12-07 05:27:12,false,Reverted 1 edit by [[Special:Contributions/炙覩北バージョン2024|炙覩北バージョン2024]] ([[User talk:炙覩北バージョン2024|talk]]): LTA,-584752041
1849022769,Wikipedia:Requested moves/Current discussions (table),RMCD bot,true,23,enwiki,2024-12-07 05:27:19,false,Updating requested pagemoves table,1537532917
1849022786,User:17081968DavidNeilHowes86918071/sandbox,17081968DavidNeilHowes86918071,false,10556,enwiki,2024-12-07 05:27:27,true,Quantum Everthing,-1665403378
1849022808,Scientology in Egypt,KMaster888,false,-1,enwiki,2024-12-07 05:27:30,false,/* Narconon */ ce,1119516308
1849022912,List of German films of the 2010s,2003:C6:9F0C:8218:2994:F30:3166:60B4,false,191,enwiki,2024-12-07 05:27:41,false,/* 2017 */,-449207563
1849022934,Peter Grant House,Jessicapierce,false,-2,enwiki,2024-12-07 05:28:03,true,minor copy edits,-1738993672
1849022950,Matt Cardona,Imdeadinside12,false,486,enwiki,2024-12-07 05:27:57,false,/* All Elite Wrestling (2020 2024) */,-1555999989
1849023043,CAF Urbos,Bakmut,false,382,enwiki,2024-12-07 05:28:29,false,/* Urbos 70 and Urbos 100 / 100X */,-103888339
1849023056,Thiepval Barracks,PAWPERSO,false,-1055,enwiki,2024-12-07 05:28:35,false,Undid revision [[Special:Diff/1261636467|1261636467]] by [[Special:Contributions/PAWPERSO|PAWPERSO]] ([[User talk:PAWPERSO|talk]]),-477836045
1849023068,Fishing rod,Smartiejl,false,-21,enwiki,2024-12-07 05:28:37,true,"",-354648971
1849023134,Guar Syed Alwi F.C.,FM Malaysia,false,117,enwiki,2024-12-07 05:28:58,true,/* Domestic competitions */,-758585889
1849022501,Wikipedia:WikiProject Spam/LinkReports/yorkshireartjournal.com,COIBot,true,18958,enwiki,2024-12-07 05:26:01,false,Report for yorkshireartjournal.com (Local Regenerate - Autostale: very old - Autoclosed: none left ),-1549120558
1849022521,User talk:Urbanrenewal,B-bot,true,1114,enwiki,2024-12-07 05:25:58,false,Notification that [[:File:Milken Institute logo.png]] is orphaned and will be deleted in seven days per [[WP:CSD#F5]],-232005172
1849022531,Decamerion Richardson,Red Director,false,28,enwiki,2024-12-07 05:26:13,true,Reference edited with [[Wikipedia:ProveIt|ProveIt]] #proveit,1979001314
1849022626,User talk:Rangasyd,Liz,false,359,enwiki,2024-12-07 05:26:39,false,/* Speedy deletion nomination of Category:Byzantine architecture in Libya */ Comment,-127876552
1849022655,Talk:List of metro systems/Archive index,Legobot,true,22,enwiki,2024-12-07 05:26:49,false,Bot: Updating index,982943115
1849022671,User talk:Masquewand,Masquewand,false,346,enwiki,2024-12-07 05:26:55,false,/* December 2024 */ Reply,-1410074269
1849022685,Template talk:Infobox officeholder/Archive index,Legobot,true,0,enwiki,2024-12-07 05:26:59,false,Bot: Updating index,982943115
1849022696,Stephen Stills,Knitsey,false,21,enwiki,2024-12-07 05:26:58,false,Reverted 1 edit by [[Special:Contributions/炙覩北バージョン2024|炙覩北バージョン2024]] ([[User talk:炙覩北バージョン2024|talk]]): LTA,-584752041
1849022730,Nick Fuentes,WaddlesJP13,false,100,enwiki,2024-12-07 05:27:06,false,Merged content added information based on current citations,-1265262104
1849022770,Midwest Connect,Truthanado,false,75,enwiki,2024-12-07 05:27:20,false,c/e dates in infobox,-355528758
1849022830,K-Narias,AvianDarth33,false,-2,enwiki,2024-12-07 05:27:34,true,removed erroneous information,-61239932
1849022852,Marilyn Pryor,Smasongarrison,false,-35,enwiki,2024-12-07 05:27:40,false,Removing from [[Category:New Zealand activists]] Diffusing per [[WP:DIFFUSE]] and/or [[WP:ALLINCLUDED]]  using [[c:Help:Cat-a-lot|Cat-a-lot]],-1246745223
1849022870,Vincent Figgins,Gergaskman,false,19,enwiki,2024-12-07 05:27:42,false,/* Career */Added forename and linked to Wikipedia entry.,1822197107
1849022914,David Marteen,GoodDay,false,2,enwiki,2024-12-07 05:27:59,false,"",-485006665
1849022936,User talk:TenToe,Marcus Markup,false,226,enwiki,2024-12-07 05:28:04,false,/* Asmongold */ new section,-1500073561
1849022949,Peter Currie,122.150.183.96,false,9303,enwiki,2024-12-07 05:28:05,false,This page needs to revived as the person in focus is in fact not related to the two other characters.,-725886795
1849023014,Alone in the Dark (2024 video game),Obi-WanKenobi-2005,false,-1,enwiki,2024-12-07 05:28:19,false,Updated spacing.,-438171611
1849023030,2024–25 UCF Knights men's basketball team,RedSox39,false,3472,enwiki,2024-12-07 05:28:21,false,"",-1791549140
359603334,Liste der Biografien/Reic,APPERbot,true,147,dewiki,2024-12-07 05:28:35,true,Bot: Automatische Aktualisierung siehe [[Benutzer:APPERbot/LdB]],-1981373513
1849023088,Category:New Zealand anti-vaccination activists,Smasongarrison,false,-52,enwiki,2024-12-07 05:28:47,false,Removing from [[Category:New Zealand activists]] Diffusing per [[WP:DIFFUSE]] and/or [[WP:ALLINCLUDED]]  using [[c:Help:Cat-a-lot|Cat-a-lot]],-1246745223
1849022502,Sabrina Carpenter,Maxwell Smart123321,false,106,enwiki,2024-12-07 05:25:58,false,/* Film */,1347844103
1849022564,User:Rickyurs,Rickyurs,false,44,enwiki,2024-12-07 05:26:20,false,/* Articles created */,-140017606
1849022577,Scotiabank Theatre Toronto,EclecticEnnui,false,-2,enwiki,2024-12-07 05:26:26,true,/* History */,-1739935411
1849022627,Reason,71.45.152.104,false,67,enwiki,2024-12-07 05:26:37,false,Adding disambiguation,1090461019
1849022639,Brolæggerstræde 2,Jessicapierce,false,-13,enwiki,2024-12-07 05:26:46,true,minor copy edits,-1738993672
1849022672,Phú Vang district,MuDavid,false,-26,enwiki,2024-12-07 05:26:56,false,/* Geography */ the West Philippine Sea doesn’t go that far,-1511557469
1849022714,Better dead than red,AbsurdCat,false,19,enwiki,2024-12-07 05:27:06,false,"",1023734912
1849022731,Marilyn Collins,James Kevin McMahon,false,222,enwiki,2024-12-07 05:27:11,false,reference added - spriggan,-2103720996
1849022742,Ayyoub Bouaddi,125.165.71.157,false,-2,enwiki,2024-12-07 05:27:14,false,"",-1504426739
1849022833,Dmitry Paperno,OBCPO1,false,1619,enwiki,2024-12-07 05:27:37,false,"",-1096565533
1849022853,Martin Russell Thayer,Shotgunheist,false,-1,enwiki,2024-12-07 05:27:38,true,/* Early life */ cleanup,-1939235935
359603331,Liste der Biografien/Pic,APPERbot,true,42,dewiki,2024-12-07 05:27:51,true,Bot: Automatische Aktualisierung siehe [[Benutzer:APPERbot/LdB]],-1981373513
1849022971,Assault on Majevica (1995),Peacemaker67,false,845,enwiki,2024-12-07 05:28:10,false,/* Background and opposing forces */ added further details,-1045421559
1849023000,History of the United States,TheWikiToby,false,1,enwiki,2024-12-07 05:28:00,true,/* Contemporary America (1981–present) */ typo,-1564743412
1849023072,Percy Spencer,24.41.149.133,false,-16,enwiki,2024-12-07 05:28:39,false,"",-202616804
1849023107,Bigg Boss (Tamil TV series) season 4,Rajal.Barringh23,false,384,enwiki,2024-12-07 05:28:50,false,/* Housemates */,-1283778523
