1833530602,Talk:Khor Kalmat,Wikibear47,false,49,enwiki,2024-10-27 11:15:31
1833530706,Timeline of the Russian invasion of Ukraine (1 August 2024 – present),Borgenland,false,1,enwiki,2024-10-27 11:15:55
1833530800,Amanda McBroom,DocWatson42,false,-113,enwiki,2024-10-27 11:16:29
1833530902,Magnoliaceae,Peter coxhead,false,17,enwiki,2024-10-27 11:17:07
1833531016,Bittersweet Hill,Geschichte,false,669,enwiki,2024-10-27 11:17:38
1833531102,"Neighbourhood, Development and International Cooperation Instrument",Schwede66,false,42,enwiki,2024-10-27 11:18:01
1833531116,Operation Oyster,Keith-264,false,0,enwiki,2024-10-27 11:18:06
1833531209,Everything for Gloria,Monkbot,true,1,enwiki,2024-10-27 11:18:43
1833531308,17th Sustainment Brigade (United States),57.140.48.56,false,36,enwiki,2024-10-27 11:19:22
1833531409,"Mill City, Nevada",Bazza 7,false,-29,enwiki,2024-10-27 11:20:01
1833530606,Indian-Canadian,EmausBot,true,2,enwiki,2024-10-27 11:15:33
1833530708,Yoga Sutras of Patanjali,Balder-d,false,0,enwiki,2024-10-27 11:15:58
1833530802,"Talk:Khokhra Par, Karachi",Wikibear47,false,5,enwiki,2024-10-27 11:16:32
358004100,Garish,Crazy1880,false,26,dewiki,2024-10-27 11:16:46
358004112,Ligue de défense de la race nègre,Denis Barthel,false,3636,dewiki,2024-10-27 11:16:56
1833530905,Lycaon (king of Arcadia),Gawaon,false,6,enwiki,2024-10-27 11:17:09
1833530913,History of Indo-Canadians,EmausBot,true,2,enwiki,2024-10-27 11:17:13
1833531015,Talk:Tropical Storm Trami (2024),HurricaneEdgar,false,50,enwiki,2024-10-27 11:17:38
1833531103,Cadillac Calais,GTHO,false,-13,enwiki,2024-10-27 11:18:01
1833531117,2024–25 Canberra United FC (A-League Women) season,SuperJew,false,0,enwiki,2024-10-27 11:18:07
1833531309,Cléon-d'Andran,Monkbot,true,1,enwiki,2024-10-27 11:19:19
358004208,Untere Mühle (Iphofen),Adalbertriehl,false,62,dewiki,2024-10-27 11:19:26
1833531400,User:GrabUp/sandbox,GrabUp,false,14,enwiki,2024-10-27 11:19:59
1833531411,User:AmandaNP/UAA/Time,DeltaQuadBot,true,0,enwiki,2024-10-27 11:20:03
1833530604,Víðir Reynisson,Berserkur,false,28,enwiki,2024-10-27 11:15:32
1833530711,Tripitramine,76.174.0.57,false,-18,enwiki,2024-10-27 11:16:03
1833530803,Indian-Canadians,EmausBot,true,2,enwiki,2024-10-27 11:16:33
358004101,Instrumentenlandesystem,Uli Elch,false,0,dewiki,2024-10-27 11:16:46
358004113,Parlamentswahl in Bulgarien Oktober 2024,Costamiri,false,1,dewiki,2024-10-27 11:16:56
358004118,Instrumentenlandesystem,Uli Elch,false,3,dewiki,2024-10-27 11:17:10
1833530914,Sonal Kaushal,2409:40E0:1006:7DDA:8000:0:0:0,false,-12,enwiki,2024-10-27 11:17:12
1833531017,Amapiano,9inety 8ight,false,82,enwiki,2024-10-27 11:17:37
1833531119,Chinmoy Guha,103.87.142.164,false,-1,enwiki,2024-10-27 11:18:09
1833531201,Amaran (2024 film),Jokerrockonmoon,false,0,enwiki,2024-10-27 11:18:38
1833531210,Talk:Khota Qabar,Wikibear47,false,5,enwiki,2024-10-27 11:18:45
1833531310,Pakistan Muslim League (N),2001:8F8:1361:554F:E9:263F:D5AF:B7A,false,0,enwiki,2024-10-27 11:19:13
1833530607,Palleville,Monkbot,true,1,enwiki,2024-10-27 11:15:30
1833530710,Brouzet-lès-Quissac,Monkbot,true,1,enwiki,2024-10-27 11:16:01
1833530805,Kalvene Parish,Marcocapelle,false,-21,enwiki,2024-10-27 11:16:31
358004103,Diskussion:Ichthyosaurier,J. Patrick Fischer,false,928,dewiki,2024-10-27 11:16:47
1833530908,Yoga Sutras of Patanjali,Balder-d,false,5,enwiki,2024-10-27 11:17:05
1833530915,Vic Armstrong,Kerkhof123,false,1,enwiki,2024-10-27 11:17:12
1833531000,Magnoliaceae,Peter coxhead,false,4,enwiki,2024-10-27 11:17:33
1833531018,Talk:Mouthwashing (video game),Ethmostigmus,false,-4,enwiki,2024-10-27 11:17:37
1833531105,Canberra United FC,SuperJew,false,0,enwiki,2024-10-27 11:17:59
1833531202,Talk:Mouthwashing (video game),Ethmostigmus,false,-683,enwiki,2024-10-27 11:18:41
1833531212,User talk:Cmglee,Uwappa,false,258,enwiki,2024-10-27 11:18:43
1833531311,Shaukat Khanum Memorial Cancer Hospital and Research Centre,2A01:E34:EC52:2560:9AF:A3C9:FD0C:C67A,false,1,enwiki,2024-10-27 11:19:21
358004215,Instrumentenlandesystem,Uli Elch,false,3,dewiki,2024-10-27 11:19:38
1833531401,Sai Dhanshika,Onel5969,false,20,enwiki,2024-10-27 11:19:59
1833530810,User:Asratulhasannahid/sandbox,Asratulhasannahid,false,-259,enwiki,2024-10-27 11:16:35
358004105,Garnisonskirche Hameln,AxelHH,false,-105,dewiki,2024-10-27 11:16:55
1833530909,User:AmandaNP/unblock table,DeltaQuadBot,true,263,enwiki,2024-10-27 11:17:11
1833530916,Schoolly D,Onel5969,false,38,enwiki,2024-10-27 11:17:12
1833531001,Draft:Gratic Kingdom,Grafdrakula567,false,-26,enwiki,2024-10-27 11:17:35
1833531203,Saint-Laurent-sous-Coiron,Monkbot,true,1,enwiki,2024-10-27 11:18:39
1833531213,2024–25 EHF European Cup,Thanbla,false,14,enwiki,2024-10-27 11:18:43
1833531302,The Shadow of Gaby Leed,Monkbot,true,1,enwiki,2024-10-27 11:19:16
1833531312,Talk:Harsh Sanghavi,2409:40C1:4038:C6C8:EC44:63FF:FEF5:D9FF,false,422,enwiki,2024-10-27 11:19:22
1833531402,Yakovlev Yak-141,103.149.37.13,false,27,enwiki,2024-10-27 11:19:57
1833530615,"Khvor Khvoreh, Bukan",HirowoWiki,false,1,enwiki,2024-10-27 11:15:33
1833530714,Yoon Jeung-hyun,Seefooddiet,false,58,enwiki,2024-10-27 11:16:04
1833530811,Talk:Khola At Khanqah Sirajia,Wikibear47,false,18,enwiki,2024-10-27 11:16:34
358004106,Neue Jesre'eltalbahn,Ulf Heinsohn,false,5,dewiki,2024-10-27 11:16:56
358004119,Schwarze Wegameise,Invisigoth67,false,51,dewiki,2024-10-27 11:17:12
1833531003,2024–25 Canberra United FC (A-League Women) season,SuperJew,false,-5,enwiki,2024-10-27 11:17:33
1833531109,Category:Illuminated books of hours,Doomhope,false,19,enwiki,2024-10-27 11:18:04
1833531215,Template:The Weeknd,89.103.74.168,false,-1,enwiki,2024-10-27 11:18:46
358004201,Pnau,YGO24895,false,-3,dewiki,2024-10-27 11:19:12
1833531306,SM City Clark,Allenabadsantos,false,0,enwiki,2024-10-27 11:19:17
1833531313,Haig Colliery,Bazza 7,false,59,enwiki,2024-10-27 11:19:22
358004211,"Adolf Bauer (Politiker, 1945)",Georg Hügler,false,59,dewiki,2024-10-27 11:19:33
358004216,Emil van Tongel,Ennimate,false,7,dewiki,2024-10-27 11:19:39
1833531403,Buzandaran Patmutʻiwnkʻ,Klbrain,false,1075,enwiki,2024-10-27 11:19:58
1833530617,El Clásico,Mishary94,false,-13,enwiki,2024-10-27 11:15:28
1833530713,Khor Kalmat,Wikibear47,false,54,enwiki,2024-10-27 11:16:05
1833530812,Leianokladi railway station,Monkbot,true,1,enwiki,2024-10-27 11:16:32
358004104,Golgohar Mining and Industrial Company,Falten-Jura,false,-20,dewiki,2024-10-27 11:16:51
1833530910,El Clásico,Mishary94,false,6,enwiki,2024-10-27 11:17:06
1833530917,Qaluy Sheykhan,HirowoWiki,false,1,enwiki,2024-10-27 11:17:13
1833531006,Balli Kombëtar,StephenMacky1,false,-34,enwiki,2024-10-27 11:17:32
1833531112,The Way to the Light,Monkbot,true,1,enwiki,2024-10-27 11:18:03
1833531218,Wikipedia:Reference desk/Computing,Music Air BB,false,169,enwiki,2024-10-27 11:18:46
1833531307,Timeline of the Israel–Hamas war (27 September 2024 – present),Pachu Kannan,false,1457,enwiki,2024-10-27 11:18:51
1833531315,Jon Schaffer,Cullen328,false,936,enwiki,2024-10-27 11:19:22
358004212,Wikipedia Diskussion:Wiki Loves Monuments 2024/Deutschland/Jury,Ailura,false,77,dewiki,2024-10-27 11:19:33
358004217,Flugplatz Arnsberg-Menden,Sokrates 399,false,-4,dewiki,2024-10-27 11:19:38
1833531404,Silesian Gorals,Monkbot,true,2,enwiki,2024-10-27 11:20:00
1833530619,Danish Nawaz,2400:ADC1:128:4D00:BE9E:2E75:9A04:29E1,false,-1,enwiki,2024-10-27 11:15:32
1833530818,Far-right politics in Finland,RKT7789,false,344,enwiki,2024-10-27 11:16:33
358004109,Wikipedia:Redaktion Informatik/Arbeitslisten/Sonstiges,TaxonBota,true,17,dewiki,2024-10-27 11:16:54
1833530919,"Category:People from Elsham, North Lincolnshire",Ernsanchez00,false,12,enwiki,2024-10-27 11:17:16
1833531011,Polish Society of the Phonographic Industry,Monkbot,true,3,enwiki,2024-10-27 11:17:35
1833531113,Sonora mud turtle,Bloopityboop,false,95,enwiki,2024-10-27 11:18:04
1833531204,Talk:Mir Dariya Khan Khoso,Wikibear47,false,28,enwiki,2024-10-27 11:18:42
358004203,Karin Strenz,Kanaltorplatz,false,53,dewiki,2024-10-27 11:19:19
1833531316,Wikipedia:Teahouse,Hoary,false,335,enwiki,2024-10-27 11:19:22
358004209,Garnisonskirche Hameln,AxelHH,false,175,dewiki,2024-10-27 11:19:29
358004219,Christliche Symbole in der Heraldik,Jed,false,56,dewiki,2024-10-27 11:19:39
1833531406,My Last Day (film),92.99.34.74,false,21,enwiki,2024-10-27 11:20:01
1833530704,Canadians of Indian descent,EmausBot,true,2,enwiki,2024-10-27 11:16:03
1833530715,Ministry for the Press and the Media,Monkbot,true,1,enwiki,2024-10-27 11:16:05
358004111,Ilja Nikolajewitsch Ljubuschkin,Tomyiy,false,-7,dewiki,2024-10-27 11:16:56
358004116,Hasso von Lenski,79.218.81.94,false,0,dewiki,2024-10-27 11:17:07
1833530911,12 Gaun,103.225.244.71,false,183,enwiki,2024-10-27 11:17:11
1833531010,Top Wing,2A00:23C6:FE87:6E01:2174:64CE:EA1B:2B6A,false,-77,enwiki,2024-10-27 11:17:35
1833531100,"Nikolayevka, Burayevsky District, Republic of Bashkortostan",Monkbot,true,1,enwiki,2024-10-27 11:18:00
358004202,Portal:Russland/Überarbeiten,TaxonBota,true,-173,dewiki,2024-10-27 11:19:12
