358616113,Dieter M. Weidenbach,F. Peter Müller,false,-365,dewiki,2024-11-12 14:29:05,false,u. a. Redundanzen beseitigt; kleine Ergänzungen
358616119,Liste der Waffensysteme der griechischen Luftstreitkräfte,IrishCream,false,6,dewiki,2024-11-12 14:29:20,true,/* Jagdbomber */
1840172403,List of Warner Bros. films (2020–2029),198.176.115.233,false,26,enwiki,2024-11-12 14:29:43,false,/* Undated films */
1840172418,Talk:Jericho Brown,Tom.Reding,false,-11,enwiki,2024-11-12 14:29:53,true,/* top */ -dup blp params; cleanup
1840172610,Mercedes-Benz Actros,2A02:2F05:691A:5400:B869:1557:BA4D:2914,false,-6,enwiki,2024-11-12 14:30:49,false,/* Second generation (MP2 2003–2008) */
1840172708,Miss Internacional Chile,BloomSoutherns,false,5,enwiki,2024-11-12 14:31:22,false,""
1840172812,Talk:Rob Broughton,Tom.Reding,false,-27,enwiki,2024-11-12 14:32:02,true,/* top */ -dup blp params
1840172904,Wikipedia:Sockpuppet investigations/Dwinug,Yamla,false,-654,enwiki,2024-11-12 14:32:32,true,Close tag
1840173008,Gilbert Chagoury,Monte.issa,false,1488,enwiki,2024-11-12 14:33:02,false,New development in Chagoury business in Nigeria and ties with the current president
358616115,Grengel (Köln),Michael Hüttermann,false,-648,dewiki,2024-11-12 14:29:08,false,Konsolidierung.
1840172311,Cracks (short),Entranced98,false,77,enwiki,2024-11-12 14:29:21,false,"Adding local [[Wikipedia:Short description|short description]]: \"1975 animated short film associated with Sesame Street\" overriding Wikidata description \"1975 animated short film associated with Sesame Street; formerly-lost film\""
1840172405,Junior Farzan Ali,27.123.172.219,false,5,enwiki,2024-11-12 14:29:48,false,/* Boxing career */ past
1840172419,Talk:Midori (web browser),135.180.49.239,false,494,enwiki,2024-11-12 14:29:54,false,calling a gecko a gecko
1840172611,João Pereira (footballer born 1984),RevampedEditor,false,1259,enwiki,2024-11-12 14:30:47,false,+4 sources 3 in Sporting spell and another in honours.
1840172712,Sorry Sorry (Super Junior song),Ghazlan-airplanes,false,13,enwiki,2024-11-12 14:31:23,false,/* Sorry Sorry-Answer */
1840172813,User:Barzinis/sandbox,Barzinis,false,6,enwiki,2024-11-12 14:32:02,true,""
1840172911,Motutapu (disambiguation),Grutness,false,28,enwiki,2024-11-12 14:32:34,false,/* Elsewhere */
1840173009,Timeline of the Israel–Hezbollah conflict (17 September 2024 – present),Borgenland,false,-107,enwiki,2024-11-12 14:32:50,false,/* 12 November */ bad grammar
