1840144113,Taoreed Lagbaja,MIDI,false,-8,enwiki,2024-11-12 12:14:37,false,/* Personal life and death */ mos:surname
1840144202,Carmit,Arminden,false,22,enwiki,2024-11-12 12:15:08,false,2. Years are relevant.
1840144314,Acer morifolium,Abductive,false,1,enwiki,2024-11-12 12:15:46,false,/
1840144411,Talk:Colin Beashel,Cewbot,true,-11,enwiki,2024-11-12 12:16:23,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144419,User:AmandaNP/unblock table,DeltaQuadBot,true,126,enwiki,2024-11-12 12:16:28,false,Update unblock table
1840144101,Wikipedia:Edit filter/False positives/Reports,LilianaUwU,false,-1481,enwiki,2024-11-12 12:14:32,true,Reverted edit by [[Special:Contribs/171.5.242.225|171.5.242.225]] ([[User talk:171.5.242.225|talk]]) to last version by 1AmNobody24
1840144116,Tesla Robovan,ReferenceMan,false,39,enwiki,2024-11-12 12:14:37,false,"Added \"Use mdy dates\" template.  Changed date from DMY to MDY.  added link.  Spelling."
1840144315,User talk:Kingsif,Kingsif,false,94,enwiki,2024-11-12 12:15:43,false,/* Question from Lance Steen Anthony Nielsen (01:02 10 November 2024) */ Reply
1840144117,Pink Friday 2,2803:9800:9084:8C21:D12F:DD3A:FD59:B3B2,false,703,enwiki,2024-11-12 12:14:27,false,/* Critical reception */
1840144211,Toutlemonde,Markussep,false,0,enwiki,2024-11-12 12:15:09,true,renamed intercommunality
358611902,Schlacht um Aschaffenburg 1945,Sixten0815,false,18,dewiki,2024-11-12 12:15:29,true,/* Vorgeschichte */
1840144301,National Lawn Tennis Championships of India,Tennishistory1877,false,286,enwiki,2024-11-12 12:15:39,false,/* Men's singles */Added details and citation.
1840144317,Once Upon a Time in America,174.165.130.146,false,0,enwiki,2024-11-12 12:15:44,false,/* Casting */
1840144413,Primitive Culture (book),2A02:6B67:D491:300:D093:4B8:E185:91A8,false,-1,enwiki,2024-11-12 12:16:25,false,removed an erroneous comma
1840144102,Talk:John Lee Beatty,Cewbot,true,-11,enwiki,2024-11-12 12:14:32,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144213,Talk:Clayton Beauford,Cewbot,true,-11,enwiki,2024-11-12 12:15:11,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144302,North Wales Alliance League,Junemoon19,false,246,enwiki,2024-11-12 12:15:43,true,fix bare url
1840144316,Draft:Eteri Chkadua,Quipa,false,0,enwiki,2024-11-12 12:15:44,true,""
1840144414,Choletbus,Markussep,false,-12,enwiki,2024-11-12 12:16:25,true,""
1840144105,Nuaillé,Markussep,false,-8,enwiki,2024-11-12 12:14:33,true,renamed intercommunality
1840144214,Lukas Klostermann,125.167.5.173,false,0,enwiki,2024-11-12 12:15:06,false,""
1840144304,Robin of Sherwood,Nir007H,false,-914,enwiki,2024-11-12 12:15:42,true,/* Other notable characters */
1840144319,Talk:Doug Beaudoin,Cewbot,true,-11,enwiki,2024-11-12 12:15:47,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144400,Skip Schumaker,Donnowin1,false,41,enwiki,2024-11-12 12:16:19,false,/* External links */
1840144415,Talk:Thomas Sewell (neo-Nazi)/GA1,PARAKANYAA,false,218,enwiki,2024-11-12 12:16:25,false,""
1840144106,Boghall and Bathgate Caledonia Pipe Band,2A0E:1D47:8984:8700:1470:67CC:9841:4876,false,1,enwiki,2024-11-12 12:14:34,false,""
1840144212,Mini Hatch,12Tome,false,347,enwiki,2024-11-12 12:15:06,false,/* Powertrains */
1840144305,List of SA-Obergruppenführer,GhostInTheMachine,false,27,enwiki,2024-11-12 12:15:43,false,Set Short description to none — [[WP:SDNONE]]
358611912,Benutzer Diskussion:Berlinschneid/Spielwiese,Berlinschneid,false,-2576,dewiki,2024-11-12 12:15:48,true,-
1840144403,Talk:Stephanie Beaumont,Cewbot,true,-11,enwiki,2024-11-12 12:16:20,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 4 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144107,James Marape,46.208.233.26,false,-2,enwiki,2024-11-12 12:14:27,false,dmy dates as prescribed
1840144215,Matthew Santoro,Citation bot,true,33,enwiki,2024-11-12 12:15:09,false,Altered template type. Added newspaper. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Spinixster | [[Category:Streamy Award winners]] | #UCB_Category 19/87
358611903,Wikipedia Diskussion:Kurier,Hannes 24,false,570,dewiki,2024-11-12 12:15:31,false,/* WLM-Sieger 2024 */ Antwort
358611905,Jacob Dunnebier,Kurator71,false,94,dewiki,2024-11-12 12:15:38,false,[[WP:HC|HC]]: +[[Kategorie:Architekt (Niederlande)]]; +[[Kategorie:Geboren 1904]]; +[[Kategorie:Gestorben 1988]]
1840144306,Talk:Chad Beasley,Cewbot,true,-11,enwiki,2024-11-12 12:15:44,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144404,Noodles with tomato egg sauce,Therealworkerforwikepedia,false,54,enwiki,2024-11-12 12:16:21,false,""
1840144417,Wojciech Kowalczyk,178.212.120.234,false,377,enwiki,2024-11-12 12:16:25,false,/* International career */
1840144108,Talk:Beast (Canadian band),Cewbot,true,-11,enwiki,2024-11-12 12:14:35,true,[[User:Cewbot/log/20200122/configuration|Maintain {{WPBS}}]]: 3 WikiProject templates. (Fix [[Category:Pages with redundant living parameter]])
1840144201,Talk:List of gin distilleries in England,Ehrenkater,false,444,enwiki,2024-11-12 12:15:08,false,/* Regions etc. */ new section
1840144216,Talk:Black nationalism,Lewisguile,false,148,enwiki,2024-11-12 12:15:10,false,/* 'black' vs 'Black' */
1840144307,Aditya Chopra,49.248.125.166,false,-822,enwiki,2024-11-12 12:15:42,false,/* Ghajini */ removed false information
